company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"15998","GSG Laboratories - Brisbane","QLD","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","low","laboratories testing"
"3569","Independent Testing & Inspection Services (VIC) Pty Ltd","VIC","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","testing and inspection services"
"16030","J & A Geotech Testing","ACT","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","geotech testing"
"15974","Melbourne Testing Services","VIC","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","testing services business"
"16003","New World Laboratories","WA","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","low","laboratories testing"
"11285","Sydney Laboratory Services","NSW","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","low","Laboratory services, likely materials testing"
"1358","Triple Point Calibrations Pty Ltd","SA","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","test instrument calibration service"
"5948","Abel Core Cut Co","SA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Abel Core Cut, concrete cutting"
"2625","Ace Wall Chasing","NSW","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Ace Wall Chasing"
"4528","Afrac Drilling Pty Ltd","QLD","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","Drilling company"
"3602","Auscut","VIC","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","Auscut concrete cutting"
"4543","BrisCore","QLD","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","BrisCore, coring"
"643","Celtic Cut and Core","VIC","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Cut and core concrete"
"5341","Concut Pty Ltd","WA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Concut concrete cutting"
"3635","Concut Vic Pty Ltd","VIC","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Concut concrete cutting"
"2630","Core Cut Services PTY LTD","NSW","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Core Cut Services"
"4542","Cut & Core","QLD","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Cut and core"
"2633","Cut Throat Cutting n Driiling","NSW","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Cutting and drilling"
"2641","Cutting In Pty Ltd","NSW","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Cutting In, concrete cutting"
"5345","EDS Conctete Cutting & Coring","WA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Concrete cutting and coring"
"2639","Ezi-Cut & Cure","NSW","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Ezi-Cut concrete cutting/curing"
"4529","Fast Cut Qld Pty Ltd","QLD","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","Fast cut, concrete cutting"
"5351","Kwikcut & Coring Pty Ltd","WA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Kwikcut and coring"
"5352","Precision Drilling Solutions Pty Ltd","WA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","high","Precision Drilling Solutions"
"4524","Shaft Drillers Australia Pty Ltd","QLD","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","Shaft drillers"
"5344","T & F Chasing","WA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","Chasing concrete work"
"5337","TDC Drilling Pty Ltd","WA","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","TDC Drilling"
"2623","Upfront cutting","NSW","Other / General Services","concrete-cutting-coring-and-drilling","Concrete Cutting, Coring & Drilling","medium","Upfront cutting concrete"
"8842","Batchcrete International","WA","Other / General Services","concrete-supply-ready-mix","Concrete Supply (Ready-Mix)","medium","Batchcrete concrete products supply"
"15054","MicroMix On-Site Concerete Mixing","QLD","Other / General Services","concrete-supply-ready-mix","Concrete Supply (Ready-Mix)","high","On-site concrete mixing"
"6379","Topmix Pty Ltd","SA","Other / General Services","concrete-supply-ready-mix","Concrete Supply (Ready-Mix)","medium","Topmix concrete supplier"
"15009","Advanced shotcrete","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"15008","Advanced Shotcrete Group","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"15003","Aj SHOTCRETE","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"15011","Australian Shotcrete Pty Ltd","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"8295","Canberra Crete pty ltd","ACT","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","low","Crete name suggests concrete"
"15006","Central Coast Shotcrete","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"15012","Complete Shotcrete","VIC","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcreting services"
"8013","CrownCrete","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","low","concrete contractor name"
"8855","EA Shotcrete","SA","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete building services"
"15013","Hennelly Shotcrete & Steelfixing","VIC","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete and steelfixing"
"8822","Jawcrete Shotcreting","VIC","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcreting specialist"
"8817","Melbourne shotcrete solutions","VIC","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete retention systems steel fixing"
"8053","Nazcrete","VIC","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","low","Name suggests concrete work"
"1999","No Fuss Cement","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","medium","No Fuss Cement concreting"
"8827","Shotcrete","QLD","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete"
"15001","Shotcrete Australia","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"8653","Slabtec","NSW","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","low","Slab/concrete name"
"8717","Slabtec (WA) Pty Ltd","WA","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","low","Slab/concrete name"
"15014","Techcrete Shotcrete","VIC","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"15016","W.A. Shotcrete Services Pty Ltd","WA","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete services"
"15020","West Australian Shotcrete Pty Ltd","WA","Other / General Services","concretors-concrete-placement","Concretors / Concrete Placement","high","Shotcrete concrete placement"
"16510","All Install","QLD","Other / General Services","data-and-communications-cabling","Data & Communications Cabling","medium","TV antenna, Wi-Fi, home theatre"
"3852","Antenna Connections Pty Ltd","VIC","Other / General Services","data-and-communications-cabling","Data & Communications Cabling","medium","antenna connections, cabling"
"3228","cable-Enz","NSW","Other / General Services","data-and-communications-cabling","Data & Communications Cabling","medium","cable-Enz, cabling"
